Reference, Cell Type, Cell Name, Count
"Gold_010","Interior","Solstheim, Valbrandr Barrow",1
"Gold_025","Interior","Fort Frostmoth, Armory",1
"Gold_025","Interior","Fort Frostmoth, Carius' Chambers",1
"Gold_025","Interior","Fort Frostmoth, Imperial Cult Shrine",4
"Gold_025","Interior","Solstheim, Benkongerike",1
"Gold_025","Interior","Solstheim, Cave of Hidden Music",2
"Gold_025","Interior","Solstheim, Gandrung Caverns",2
"Gold_025","Interior","Solstheim, Gyldenhul Barrow",10
"Gold_025","Interior","Solstheim, Valbrandr Barrow",1
"Gold_025","Interior","Solstheim, Varstaad Caves",1
"Gold_100","Interior","Skaal Village, Bronrod the Roarer's House",1
"Gold_100","Interior","Solstheim, Castle Karstaag, Throne Room",4
"Gold_100","Interior","Solstheim, Cave of Hidden Music",1
"Gold_100","Interior","Solstheim, Chamber of Song",1
"Gold_100","Interior","Solstheim, Fjell",1
"Gold_100","Interior","Solstheim, Gyldenhul Barrow",97
"Gold_100","Interior","Solstheim, Valbrandr Barrow",1
"Gold_100","Interior","Solstheim, Varstaad Caves",1
"Gratian Caerellius","Interior","Raven Rock, Mine",1
"Gratian Caerellius_guar","World","Raven Rock(-25,19)",1
"Hroldar the Strange","World","Raven Rock(-25,19)",1
"Hroldar the Strange_b","World","Fort Frostmoth(-22,17)",1
"In_BM_DAEplatform","Interior","Solstheim, Mortrag Glacier: Inner Ring",1
"In_BM_T_int_center_01","Interior","Solstheim, Bloodskal Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Connorflenge Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Eddard Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Frosselmane Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Glenschul's Tomb",1
"In_BM_T_int_center_01","Interior","Solstheim, Himmelhost Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Hrothmund's Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Jolgeirr Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Kelsedolk Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Kolbjorn Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Lukesturm Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Skogsdrake Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Stormpfund Barrow",1
"In_BM_T_int_center_01","Interior","Solstheim, Varstaad Caves",1
"In_BM_T_int_column_01","Interior","Raven Rock, Mine",2
"In_BM_T_int_column_01","Interior","Solstheim, Bloodskal Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Connorflenge Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Eddard Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Frosselmane Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Gandrung Caverns",2
"In_BM_T_int_column_01","Interior","Solstheim, Glenschul's Tomb",4
"In_BM_T_int_column_01","Interior","Solstheim, Himmelhost Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Hrothmund's Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Jolgeirr Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Kelsedolk Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Kolbjorn Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Lukesturm Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Skogsdrake Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Stormpfund Barrow",4
"In_BM_T_int_column_01","Interior","Solstheim, Tombs of Skaalara",4
"In_BM_T_int_corner_01","Interior","Solstheim, Bloodskal Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Connorflenge Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Eddard Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Frosselmane Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Gandrung Caverns",4
"In_BM_T_int_corner_01","Interior","Solstheim, Glenschul's Tomb",4
"In_BM_T_int_corner_01","Interior","Solstheim, Himmelhost Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Hrothmund's Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Jolgeirr Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Kelsedolk Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Kolbjorn Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Lukesturm Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Skogsdrake Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Stormpfund Barrow",4
"In_BM_T_int_corner_01","Interior","Solstheim, Tombs of Skaalara",4
"In_BM_T_int_corner_01","Interior","Solstheim, Varstaad Caves",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Bloodskal Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Connorflenge Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Eddard Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Frosselmane Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Gandrung Caverns",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Glenschul's Tomb",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Himmelhost Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Hrothmund's Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Jolgeirr Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Kelsedolk Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Kolbjorn Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Lukesturm Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Skogsdrake Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Stormpfund Barrow",1
"In_BM_T_int_entrance_01","Interior","Solstheim, Tombs of Skaalara",1
"In_BM_T_int_wall_01","Interior","Solstheim, Jolgeirr Barrow",2
"In_BM_T_int_wall_01","Interior","Solstheim, Varstaad Caves",2
"In_BM_T_int_wall_02","Interior","Solstheim, Bloodskal Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Connorflenge Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Eddard Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Frosselmane Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Gandrung Caverns",1
"In_BM_T_int_wall_02","Interior","Solstheim, Glenschul's Tomb",3
"In_BM_T_int_wall_02","Interior","Solstheim, Himmelhost Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Hrothmund's Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Jolgeirr Barrow",1
"In_BM_T_int_wall_02","Interior","Solstheim, Kelsedolk Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Kolbjorn Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Lukesturm Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Skogsdrake Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Stormpfund Barrow",3
"In_BM_T_int_wall_02","Interior","Solstheim, Tombs of Skaalara",1
"In_BM_cave_trans_01","Interior","Solstheim, Cave of Hidden Music",1
"In_BM_cave_trans_01","Interior","Solstheim, Chamber of Song",1
"In_BM_cave_trans_01","Interior","Solstheim, Tombs of Skaalara",5
"In_BM_cave_trans_01","Interior","Solstheim, Varstaad Caves",1
"In_BM_cave_trans_02","Interior","Solstheim, Cave of Hidden Music",1
"In_BM_cave_trans_02","Interior","Solstheim, Gandrung Caverns",1
"In_BM_cave_trans_03","Interior","Solstheim, Cave of Hidden Music",1
"In_BM_cave_trans_03","Interior","Solstheim, Gandrung Caverns",1
"In_BM_cave_trans_03","Interior","Solstheim, Hrothmund's Barrow",1
"In_BM_cave_trans_03","Interior","Solstheim, Varstaad Caves",1
"In_BM_organ_stand_01","Interior","Solstheim, Chamber of Song",1
"In_BM_organ_stand_02","Interior","Solstheim, Chamber of Song",1
"In_BM_tomb_3way_01","Interior","Raven Rock, Mine",1
"In_BM_tomb_3way_01","Interior","Solstheim, Bloodskal Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Cave of Hidden Music",1
"In_BM_tomb_3way_01","Interior","Solstheim, Connorflenge Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Eddard Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Frosselmane Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Glenschul's Tomb",2
"In_BM_tomb_3way_01","Interior","Solstheim, Himmelhost Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Hrothmund's Barrow",1
"In_BM_tomb_3way_01","Interior","Solstheim, Kolbjorn Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Lukesturm Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Skogsdrake Barrow",2
"In_BM_tomb_3way_01","Interior","Solstheim, Stormpfund Barrow",2
"In_BM_tomb_4way_01","Interior","Solstheim, Gyldenhul Barrow",1
"In_BM_tomb_4way_01","Interior","Solstheim, Tombs of Skaalara",1
"In_BM_tomb_4way_01","Interior","Solstheim, Valbrandr Barrow",1
"In_BM_tomb_cap_01","Interior","Solstheim, Gyldenhul Barrow",3
"In_BM_tomb_cap_01","Interior","Solstheim, Tombs of Skaalara",1
"In_BM_tomb_cap_01","Interior","Solstheim, Valbrandr Barrow",3
"In_BM_tomb_cap_01","Interior","Solstheim, Varstaad Caves",1
"In_BM_tomb_corner_01","Interior","Solstheim, Bloodskal Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Cave of Hidden Music",4
"In_BM_tomb_corner_01","Interior","Solstheim, Connorflenge Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Eddard Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Frosselmane Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Glenschul's Tomb",4
"In_BM_tomb_corner_01","Interior","Solstheim, Himmelhost Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Hrothmund's Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Kolbjorn Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Lukesturm Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Skogsdrake Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Stormpfund Barrow",4
"In_BM_tomb_corner_01","Interior","Solstheim, Varstaad Caves",2
"In_BM_tomb_entrance_01","Interior","Solstheim, Cave of Hidden Music",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Chamber of Song",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Connorflenge Barrow",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Eddard Barrow",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Frosselmane Barrow",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Gandrung Caverns",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Himmelhost Barrow",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Jolgeirr Barrow",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Kelsedolk Barrow",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Lukesturm Barrow",1
"In_BM_tomb_entrance_01","Interior","Solstheim, Skogsdrake Barrow",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Bloodskal Barrow",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Cave of Hidden Music",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Glenschul's Tomb",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Gyldenhul Barrow",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Kolbjorn Barrow",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Stormpfund Barrow",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Tombs of Skaalara",1
"In_BM_tomb_entrance_02","Interior","Solstheim, Valbrandr Barrow",1
"In_BM_tomb_hall_01","Interior","Raven Rock, Mine",1
"In_BM_tomb_hall_01","Interior","Solstheim, Bloodskal Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Connorflenge Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Eddard Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Frosselmane Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Gandrung Caverns",1
"In_BM_tomb_hall_01","Interior","Solstheim, Glenschul's Tomb",3
"In_BM_tomb_hall_01","Interior","Solstheim, Himmelhost Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Jolgeirr Barrow",1
"In_BM_tomb_hall_01","Interior","Solstheim, Kelsedolk Barrow",1
"In_BM_tomb_hall_01","Interior","Solstheim, Kolbjorn Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Lukesturm Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Skogsdrake Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Stormpfund Barrow",3
"In_BM_tomb_hall_01","Interior","Solstheim, Varstaad Caves",2
"In_BM_tomb_hall_02","Interior","Raven Rock, Mine",1
"In_BM_tomb_hall_02","Interior","Solstheim, Cave of Hidden Music",2
"In_BM_tomb_hall_02","Interior","Solstheim, Jolgeirr Barrow",1
"In_DE_shipcabin","Interior","Raven Rock, Supply Ship",1
"In_DE_shipwreckUL_LG","Interior","Raven Rock, Supply Ship",1
"In_Glacier_cave01","Interior","Solstheim, Mortrag Glacier: Huntsman's Hall",1
"In_Glacier_connect_Lcave","Interior","Solstheim, Mortrag Glacier: Entry",1
"In_Glacier_connect_Lcave","Interior","Solstheim, Mortrag Glacier: Huntsman's Hall",1
"In_GreatHall_backwall","Interior","Skaal Village, The Greathall",1
"In_GreatHall_pillar","Interior","Skaal Village, The Greathall",6
"In_S_MainHall","Interior","Skaal Village, The Greathall",1
"In_S_door","Interior","Skaal Village, Bronrod the Roarer's House",1
"In_S_door","Interior","Skaal Village, Erna the Quiet's House",1
"In_S_door","Interior","Skaal Village, Lassnr's House",1
"In_S_door","Interior","Skaal Village, Rigmor's Hut",1
"In_S_door","Interior","Skaal Village, Shaman's Hut",1
"In_S_door","Interior","Skaal Village, The Blodskaal's House",1
"In_S_door","Interior","Solstheim, Graring's House",1
"In_S_door","Interior","Solstheim, Uncle Sweetshare's Workshop",1
"In_S_doorjam","Interior","Skaal Village, Bronrod the Roarer's House",1
"In_S_doorjam","Interior","Skaal Village, Erna the Quiet's House",1
"In_S_doorjam","Interior","Skaal Village, Lassnr's House",1
"In_S_doorjam","Interior","Skaal Village, Rigmor's Hut",1
"In_S_doorjam","Interior","Skaal Village, Shaman's Hut",1
"In_S_doorjam","Interior","Skaal Village, The Blodskaal's House",1
"In_S_doorjam","Interior","Solstheim, Graring's House",1
"In_S_doorjam","Interior","Solstheim, Uncle Sweetshare's Workshop",1
"In_S_doorjam_rounded","Interior","Skaal Village, Ice-Mane's Hut",1
"In_S_doorjam_rounded","Interior","Skaal Village, Ingmar's House",1
"In_S_doorjam_rounded","Interior","Skaal village, Snedbrir the Smith",1
"In_S_doorway","Interior","Skaal Village, The Greathall",1
"In_S_longhouse_med","Interior","Skaal Village, Ice-Mane's Hut",1
"In_S_longhouse_med","Interior","Skaal Village, Ingmar's House",1
"In_S_longhouse_med","Interior","Skaal Village, Lassnr's House",1
"In_S_longhouse_med","Interior","Skaal village, Snedbrir the Smith",1
"In_S_longhouse_small","Interior","Skaal Village, Bronrod the Roarer's House",1
"In_S_longhouse_small","Interior","Skaal Village, Erna the Quiet's House",1
"In_S_longhouse_small","Interior","Skaal Village, Rigmor's Hut",1
"In_S_longhouse_small","Interior","Skaal Village, Shaman's Hut",1
"In_S_longhouse_small","Interior","Skaal Village, The Blodskaal's House",1
"In_S_longhouse_small","Interior","Solstheim, Graring's House",1
"In_S_longhouse_small","Interior","Solstheim, Uncle Sweetshare's Workshop",1
"In_S_platform","Interior","Skaal Village, The Greathall",1
"In_S_platform","Interior","Solstheim, Thirsk",1
"In_Thirsk_archpiece01","Interior","Solstheim, Thirsk",1
"In_Thirsk_archpiece02","Interior","Solstheim, Thirsk",1
"In_Thirsk_beampiece01","Interior","Solstheim, Thirsk",1
"In_Thirsk_beampiece03","Interior","Solstheim, Thirsk",1
"In_Thirsk_columnpiece01","Interior","Solstheim, Thirsk",1
"In_Thirsk_columnpiece02","Interior","Solstheim, Thirsk",1
"In_Thirsk_doorway","Interior","Solstheim, Thirsk",1
"In_Thirsk_downstairs","Interior","Solstheim, Thirsk",1
"In_Thirsk_ruins","Interior","Solstheim, Thirsk",1
"In_Thirsk_upstairs","Interior","Solstheim, Thirsk",1
"In_maze01","Interior","Solstheim, Mortrag Glacier: Outer Ring",1
"In_maze02","Interior","Solstheim, Mortrag Glacier: Inner Ring",1
"In_thirsk_door","Interior","Solstheim, Thirsk",4
"In_thirsk_door_main_1","Interior","Solstheim, Thirsk",1
"In_thirsk_door_main_1_b","Interior","Solstheim, Thirsk",1
"In_thirsk_door_main_2","Interior","Solstheim, Thirsk",1
"In_thirsk_door_main_2_b","Interior","Solstheim, Thirsk",1
"Light_BM_tomb","Interior","Solstheim, Bloodskal Barrow",6
"Light_BM_tomb","Interior","Solstheim, Cave of Hidden Music",23
"Light_BM_tomb","Interior","Solstheim, Chamber of Song",18
"Light_BM_tomb","Interior","Solstheim, Connorflenge Barrow",6
"Light_BM_tomb","Interior","Solstheim, Eddard Barrow",7
"Light_BM_tomb","Interior","Solstheim, Frosselmane Barrow",8
"Light_BM_tomb","Interior","Solstheim, Gandrung Caverns",12
"Light_BM_tomb","Interior","Solstheim, Gyldenhul Barrow",3
"Light_BM_tomb","Interior","Solstheim, Himmelhost Barrow",7
"Light_BM_tomb","Interior","Solstheim, Hrothmund's Barrow",6
"Light_BM_tomb","Interior","Solstheim, Jolgeirr Barrow",5
"Light_BM_tomb","Interior","Solstheim, Kelsedolk Barrow",3
"Light_BM_tomb","Interior","Solstheim, Kolbjorn Barrow",8
"Light_BM_tomb","Interior","Solstheim, Lukesturm Barrow",8
"Light_BM_tomb","Interior","Solstheim, Skogsdrake Barrow",7
"Light_BM_tomb","Interior","Solstheim, Stormpfund Barrow",6
"Light_BM_tomb","Interior","Solstheim, Tombs of Skaalara",22
"Light_BM_tomb","Interior","Solstheim, Valbrandr Barrow",4
"Light_BM_tomb","Interior","Solstheim, Varstaad Caves",16
"Light_BM_tomb_wind","Interior","Solstheim, Glenschul's Tomb",10
"Light_Com_Candle_01","Interior","Raven Rock, Afer Flaccus' House",2
"Light_Com_Candle_01","Interior","Raven Rock, Bar",10
"Light_Com_Candle_01","Interior","Raven Rock, Gidar Verothan's House",2
"Light_Com_Candle_01","Interior","Raven Rock, Smith",1
"Light_Com_Candle_01","Interior","Raven Rock, Trader",2
"Light_Com_Candle_01_64","Interior","Skaal Village, Bronrod the Roarer's House",2
"Light_Com_Candle_01_64","Interior","Skaal Village, Erna the Quiet's House",1
"Light_Com_Candle_01_64","Interior","Skaal Village, Ice-Mane's Hut",2
"Light_Com_Candle_01_64","Interior","Skaal Village, Ingmar's House",3
"Light_Com_Candle_01_64","Interior","Skaal Village, Lassnr's House",3
"Light_Com_Candle_01_64","Interior","Skaal Village, Rigmor's Hut",1
"Light_Com_Candle_01_64","Interior","Skaal Village, Shaman's Hut",2
"Light_Com_Candle_01_64","Interior","Skaal Village, The Blodskaal's House",1
"Light_Com_Candle_01_64","Interior","Skaal village, Snedbrir the Smith",2
"Light_Com_Candle_01_64","Interior","Solstheim, Graring's House",2
"Light_Com_Candle_01_64","Interior","Solstheim, Uncle Sweetshare's Workshop",3
"Light_Com_Candle_12","Interior","Fort Frostmoth, Armory",2
"Light_Com_Candle_12_77","Interior","Raven Rock, Afer Flaccus' House",1
"Light_Com_Candle_12_77","Interior","Raven Rock, Bar",7
"Light_Com_Candle_12_77","Interior","Raven Rock, Factor's Estate",2
"Light_Com_Candle_12_77","Interior","Raven Rock, Garnas Uvalen's House",1
"Light_Com_Candle_12_77","Interior","Raven Rock, Gratian Caerellius' House",1
"Light_Com_Candle_12_77","Interior","Raven Rock, Sabinus Oranius' House",1
"Light_Com_Candle_12_77","Interior","Raven Rock, Sados Relothan's House",1
"Light_Com_Candle_12_77","Interior","Raven Rock, Uryn Maren's House",1
"Light_Com_Candle_16","Interior","Fort Frostmoth, Carius' Chambers",2
"Light_Com_Candle_16","Interior","Fort Frostmoth, General Quarters",4
"Light_Com_Candle_16","Interior","Fort Frostmoth, General Quarters, Upper Level",2
"Light_Com_Candle_16","Interior","Fort Frostmoth, Imperial Cult Shrine",3
"Light_Com_Candle_16","Interior","Fort Frostmoth, Supply Room",1
"Light_Com_RM_Chandelier_05_L_02","Interior","Fort Frostmoth, Armory",10
"Light_Com_RM_Chandelier_05_L_02","Interior","Fort Frostmoth, Carius' Chambers",5
"Light_Com_RM_Chandelier_05_L_02","Interior","Fort Frostmoth, General Quarters",14
"Light_Com_RM_Chandelier_05_L_02","Interior","Fort Frostmoth, General Quarters, Upper Level",14
"Light_Com_RM_Chandelier_05_L_02","Interior","Fort Frostmoth, Imperial Cult Shrine",12
"Light_Com_RM_Chandelier_05_L_02","Interior","Fort Frostmoth, Supply Room",6
"Light_De_Lantern_01white","Interior","Raven Rock, Gratian Caerellius' House",1
"Light_De_Lantern_01white","Interior","Raven Rock, Sados Relothan's House",1
"Light_De_Lantern_01white","Interior","Raven Rock, Smith",2
"Light_De_Lantern_01white","Interior","Raven Rock, Trader",1
"Light_De_Lantern_01white","Interior","Raven Rock, Uryn Maren's House",1
"Light_De_Lantern_01white","Interior","Raven Rock, Vacant House",1
"Light_Fire_NoSmoke_128","Interior","Solstheim, Thirsk",1
"Light_Fire_NoSmoke_256","Interior","Skaal Village, The Greathall",1
"Light_tikilamp_128","Interior","Solstheim, Legge",3
"Light_tikilamp_128","Interior","Solstheim, Skygge",4
"Lucky_Break","World","Solstheim, Lake Fjalding(-21,23)",1
"Misc_Com_Bottle_04","Interior","Fort Frostmoth, Armory",8
"Misc_Com_Bottle_04","Interior","Fort Frostmoth, Carius' Chambers",2
"Misc_Com_Bottle_04","Interior","Fort Frostmoth, General Quarters",8
"Misc_Com_Bottle_04","Interior","Raven Rock, Bar",3
"Misc_Com_Bottle_04","Interior","Raven Rock, Trader",5
"Misc_Com_Bottle_04","Interior","Raven Rock, Vacant House",3
"Misc_Com_Bottle_04","Interior","Solstheim, Ulfgar the Unending's Dwelling",1
"Misc_Com_Bottle_08","Interior","Fort Frostmoth, Armory",5
"Misc_Com_Bottle_08","Interior","Fort Frostmoth, General Quarters",5
"Misc_Com_Bottle_08","Interior","Fort Frostmoth, Supply Room",10
"Misc_Com_Bottle_08","Interior","Raven Rock, Bar",14
"Misc_Com_Bottle_08","Interior","Raven Rock, Factor's Estate",1
"Misc_Com_Bottle_08","Interior","Raven Rock, Garnas Uvalen's House",1
"Misc_Com_Bottle_08","Interior","Raven Rock, Sabinus Oranius' House",1
"Misc_Com_Bottle_08","Interior","Raven Rock, Sados Relothan's House",1
"Misc_Com_Bottle_08","Interior","Raven Rock, Smith",3
"Misc_Com_Bottle_08","Interior","Raven Rock, Trader",3
"Misc_Com_Bottle_08","Interior","Raven Rock, Uryn Maren's House",4
"Misc_Com_Bottle_08","Interior","Raven Rock, Vacant House",3
"Misc_Com_Bottle_14","Interior","Fort Frostmoth, Armory",5
"Misc_Com_Bottle_14","Interior","Fort Frostmoth, General Quarters",5
"Misc_Com_Bottle_14","Interior","Fort Frostmoth, Supply Room",10
"Misc_Com_Bottle_14","Interior","Raven Rock, Afer Flaccus' House",5
"Misc_Com_Bottle_14","Interior","Raven Rock, Bar",19
"Misc_Com_Bottle_14","Interior","Raven Rock, Factor's Estate",8
"Misc_Com_Bottle_14","Interior","Raven Rock, Garnas Uvalen's House",2
"Misc_Com_Bottle_14","Interior","Raven Rock, Gidar Verothan's House",3
"Misc_Com_Bottle_14","Interior","Raven Rock, Gratian Caerellius' House",1
"Misc_Com_Bottle_14","Interior","Raven Rock, Sabinus Oranius' House",1
"Misc_Com_Bottle_14","Interior","Raven Rock, Sados Relothan's House",2
"Misc_Com_Bottle_14","Interior","Raven Rock, Seler Favelnim's House",4
"Misc_Com_Bottle_14","Interior","Raven Rock, Trader",4
"Misc_Com_Bottle_14","Interior","Raven Rock, Uryn Maren's House",3
"Misc_Com_Bottle_14","Interior","Raven Rock, Vacant House",8
"Misc_Com_Bucket_Metal","Interior","Raven Rock, South Storehouse",1
"Misc_Com_Bucket_Metal","Interior","Raven Rock, Trader",1
"Misc_Com_Bucket_Metal","Interior","Skaal village, Snedbrir the Smith",1
"Misc_Com_Pitcher_Metal_01","Interior","Raven Rock, Bar",11
"Misc_Com_Pitcher_Metal_01","Interior","Raven Rock, Gidar Verothan's House",1
"Misc_Com_Pitcher_Metal_01","Interior","Raven Rock, Smith",1
"Misc_Com_Pitcher_Metal_01","Interior","Skaal Village, Bronrod the Roarer's House",1
"Misc_Com_Pitcher_Metal_01","Interior","Skaal Village, Ice-Mane's Hut",2
"Misc_Com_Pitcher_Metal_01","Interior","Skaal Village, Ingmar's House",1
"Misc_Com_Pitcher_Metal_01","Interior","Skaal Village, Lassnr's House",1
"Misc_Com_Pitcher_Metal_01","Interior","Skaal village, Snedbrir the Smith",2
"Misc_Com_Pitcher_Metal_01","Interior","Solstheim, Graring's House",1
"Misc_Com_Redware_Cup","Interior","Fort Frostmoth, Armory",1
"Misc_Com_Redware_Cup","Interior","Raven Rock, Seler Favelnim's House",2
"Misc_Com_Redware_Cup","Interior","Raven Rock, Trader",4
"Misc_Com_Wood_Bowl_01","Interior","Skaal Village, The Greathall",1
"Misc_Com_Wood_Bowl_05","Interior","Raven Rock, Trader",1
"Misc_Com_Wood_Bowl_05","Interior","Skaal Village, Erna the Quiet's House",1
"Misc_Com_Wood_Bowl_05","Interior","Solstheim, Uncle Sweetshare's Workshop",1
"Misc_DE_glass_green_01","Interior","Raven Rock, Afer Flaccus' House",3
"Misc_DE_glass_green_01","Interior","Raven Rock, Bar",22
"Misc_DE_glass_green_01","Interior","Raven Rock, Factor's Estate",3
"Misc_DE_glass_green_01","Interior","Raven Rock, Gidar Verothan's House",5
"Misc_DE_glass_green_01","Interior","Raven Rock, Seler Favelnim's House",3
"Misc_DE_glass_green_01","Interior","Raven Rock, Vacant House",2
"Misc_Imp_Silverware_Bowl","Interior","Fort Frostmoth, Armory",4
"Misc_Imp_Silverware_Bowl","Interior","Fort Frostmoth, Carius' Chambers",1
"Misc_Imp_Silverware_Bowl","Interior","Fort Frostmoth, General Quarters",5
"Misc_Imp_Silverware_Bowl","Interior","Fort Frostmoth, Imperial Cult Shrine",11
"Misc_Imp_Silverware_Bowl","Interior","Raven Rock, Smith",4
"Misc_Imp_Silverware_Cup_01","Interior","Fort Frostmoth, Armory",13
"Misc_Imp_Silverware_Cup_01","Interior","Fort Frostmoth, Carius' Chambers",2
"Misc_Imp_Silverware_Cup_01","Interior","Fort Frostmoth, General Quarters",13
"Misc_Imp_Silverware_Cup_01","Interior","Fort Frostmoth, Imperial Cult Shrine",17
"Misc_Inkwell","Interior","Fort Frostmoth, Armory",1
"Misc_Inkwell","Interior","Fort Frostmoth, Carius' Chambers",4
"Misc_Inkwell","Interior","Fort Frostmoth, General Quarters",1
"Misc_Inkwell","Interior","Skaal Village, Erna the Quiet's House",1
"Misc_Inkwell","Interior","Solstheim, Thirsk",1
"Misc_Quill","Interior","Fort Frostmoth, Armory",1
"Misc_Quill","Interior","Fort Frostmoth, Carius' Chambers",3
"Misc_Quill","Interior","Fort Frostmoth, General Quarters",1
