Reference, Cell Type, Cell Name, Count
"Sound_Cave_Wind00","Interior","Norenen-dur, The Grand Stair",6
"Sound_Cave_Wind00","Interior","Norenen-dur, The Teeth that Gnash",2
"Sound_Cave_Wind00","Interior","Norenen-dur, The Wailingdelve",2
"Sound_Cave_Wind00","Interior","Old Mournhold: Abandoned Crypt",1
"Sound_Cave_Wind00","Interior","Old Mournhold: Armory Ruins",1
"Sound_Cave_Wind00","Interior","Old Mournhold: Battlefield",3
"Sound_Cave_Wind00","Interior","Old Mournhold: Bazaar Sewers",1
"Sound_Cave_Wind00","Interior","Old Mournhold: Moril Manor, Courtyard",1
"Sound_Cave_Wind00","Interior","Old Mournhold: Palace Sewers",2
"Sound_Cave_Wind00","Interior","Old Mournhold: Residential Ruins",1
"Sound_Cave_Wind00","Interior","Old Mournhold: Tears of Amun-Shae",2
"Sound_Cave_Wind00","Interior","Old Mournhold: Temple Catacombs",2
"Sound_Cave_Wind00","Interior","Old Mournhold: Temple Sewers",4
"Sound_Cave_Wind00","Interior","Old Mournhold: Temple Shrine",1
"Sound_Cave_Wind00","Interior","Old Mournhold: West Sewers",1
"Sound_Daedric_Chant00","Interior","Norenen-dur",1
"Sound_Daedric_Chant00","Interior","Norenen-dur, Basilica of Divine Whispers",6
"Sound_Daedric_Chant00","Interior","Norenen-dur, Citadel of Myn Dhrur",1
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, Hall of Wails",3
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, Hall of Winds",5
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, Hearthfire Hall",1
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, King's Walk",2
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, Passage of Whispers",4
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, Passage of the Walker",6
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, Radac's Forge",4
"Sound_Dwemer_Ruin00","Interior","Bamz-Amschend, Skybreak Gallery",1
"Sound_Generator","Interior","Bamz-Amschend, Skybreak Gallery",4
"Sound_Haunted00","Interior","Old Mournhold: Abandoned Crypt",1
"Sound_Haunted00","Interior","Old Mournhold: Abandoned Passageway",1
"Sound_Haunted00","Interior","Old Mournhold: Moril Manor, Courtyard",1
"Sound_Haunted00","Interior","Old Mournhold: Temple Crypt",1
"Sound_Haunted00","Interior","Old Mournhold: Temple Gardens",1
"Sound_Lave_Vat","Interior","Bamz-Amschend, Skybreak Gallery",4
"Sound_MournEnv1","Interior","Mournhold, Godsreach",7
"Sound_MournEnv1","Interior","Mournhold, Great Bazaar",4
"Sound_MournEnv1","Interior","Mournhold, Plaza Brindisi Dorom",9
"Sound_MournEnv1","Interior","Mournhold, Royal Palace: Courtyard",2
"Sound_MournEnv1","Interior","Mournhold, Temple Courtyard",17
"Sound_MournSpray","Interior","Mournhold, Plaza Brindisi Dorom",6
"Sound_Power_Hum","Interior","Bamz-Amschend, King's Walk",2
"Sound_Power_Hum","Interior","Bamz-Amschend, Passage of Whispers",1
"Sound_Power_Hum","Interior","Bamz-Amschend, Radac's Forge",1
"Sound_Rocks00","Interior","Bamz-Amschend, Hall of Wails",1
"Sound_Rocks00","Interior","Bamz-Amschend, Hall of Winds",3
"Sound_Rocks00","Interior","Bamz-Amschend, Hearthfire Hall",1
"Sound_Rocks00","Interior","Bamz-Amschend, Passage of Whispers",1
"Sound_Rocks00","Interior","Bamz-Amschend, Passage of the Walker",5
"Sound_Rocks00","Interior","Bamz-Amschend, Radac's Forge",2
"Sound_Rocks00","Interior","Norenen-dur",1
"Sound_Rocks00","Interior","Norenen-dur, The Grand Stair",1
"Sound_Sotha_Amb","Interior","Sotha Sil, Central Gearworks",1
"Sound_Sotha_Amb","Interior","Sotha Sil, Chamber of Sohleh",3
"Sound_Sotha_Amb","Interior","Sotha Sil, Dome of Kasia",1
"Sound_Sotha_Amb","Interior","Sotha Sil, Dome of Serlyn",1
"Sound_Sotha_Amb","Interior","Sotha Sil, Dome of Udok",1
"Sound_Sotha_Amb","Interior","Sotha Sil, Dome of the Imperfect",1
"Sound_Sotha_Amb","Interior","Sotha Sil, Hall of Delirium",4
"Sound_Sotha_Amb","Interior","Sotha Sil, Hall of Mileitho",3
"Sound_Sotha_Amb","Interior","Sotha Sil, Hall of Sallaemu",2
"Sound_Sotha_Amb","Interior","Sotha Sil, Hall of Theuda",3
"Sound_Sotha_Gears","Interior","Sotha Sil, Central Gearworks",3
"Sound_Sotha_Gears","Interior","Sotha Sil, Chamber of Sohleh",1
"Sound_Sotha_Gears","Interior","Sotha Sil, Dome of Serlyn",3
"Sound_Sotha_Gears","Interior","Sotha Sil, Dome of Sotha Sil",4
"Sound_Sotha_Gears","Interior","Sotha Sil, Dome of Udok",4
"Sound_Sotha_Gears","Interior","Sotha Sil, Dome of the Imperfect",4
"Sound_Sotha_Gears","Interior","Sotha Sil, Hall of Delirium",11
"Sound_Sotha_Gears","Interior","Sotha Sil, Hall of Mileitho",10
"Sound_Sotha_Gears","Interior","Sotha Sil, Hall of Sallaemu",7
"Sound_Sotha_Gears","Interior","Sotha Sil, Hall of Theuda",3
"Sound_Sotha_Gears","Interior","Sotha Sil, Inner Flooded Halls",6
"Sound_Sotha_Gears","Interior","Sotha Sil, Outer Flooded Halls",4
"Sound_Sotha_Lab","Interior","Sotha Sil, Dome of Sotha Sil",1
"Sound_Sotha_Roll","Interior","Sotha Sil, Dome of Kasia",1
"Sound_Spirit_Whisper00","Interior","Old Mournhold: Abandoned Passageway",1
"Sound_Spirit_Whisper00","Interior","Old Mournhold: Bazaar Sewers",1
"Sound_Spirit_Whisper00","Interior","Old Mournhold: Gedna Relvel's Tomb",1
"Sound_Spirit_Whisper00","Interior","Old Mournhold: Temple Crypt",2
"Sound_Spirit_Whisper00","Interior","Old Mournhold: Temple Gardens",2
"Sound_Temple","Interior","Mournhold Temple: High Chapel",1
"Sound_pipebreak","Interior","Bamz-Amschend, King's Walk",1
"Sound_pipebreak","Interior","Bamz-Amschend, Skybreak Gallery",1
"Suldreni Salandas","Interior","Mournhold, Great Bazaar",1
"Sunel Hlas","Interior","Mournhold, Trader",1
"Tadera Andules","Interior","Mournhold, Sadri Manor",1
"TempleMarker","Interior","Mournhold, Temple Courtyard",1
"Ten-Tongues_Weerhat","Interior","Mournhold, Pawnbroker",1
"Tienius Delitian","Interior","Mournhold, Royal Palace Throne Room",1
"Torasa Aram","Interior","Mournhold, Museum of Artifacts",1
"Trels Varis","Interior","Mournhold, Secret Office",1
"Ungeleb","Interior","Mournhold, Magic Shop",1
"Veros Nerethi","Interior","Mournhold, Secret Office",1
"a shady smuggler","Interior","Mournhold, Royal Palace",1
"act_dwe_cavein00","Interior","Bamz-Amschend, Passage of the Walker",1
"act_dwe_cavein00","Interior","Bamz-Amschend, Radac's Forge",1
"act_dwe_fan00","Interior","Bamz-Amschend, King's Walk",4
"act_dwe_fan00","Interior","Bamz-Amschend, Passage of Whispers",2
"act_dwe_fan00","Interior","Bamz-Amschend, Radac's Forge",2
"act_dwe_gyro00","Interior","Bamz-Amschend, Skybreak Gallery",1
"act_dwe_lever_a","Interior","Bamz-Amschend, Skybreak Gallery",1
"act_dwe_lever_b","Interior","Bamz-Amschend, Skybreak Gallery",1
"act_dwe_lever_c","Interior","Bamz-Amschend, Skybreak Gallery",1
"act_dwe_powerbox00","Interior","Bamz-Amschend, Skybreak Gallery",1
"act_dwe_weather00","Interior","Bamz-Amschend, Skybreak Gallery",1
"act_flora_tree_MH_01","Interior","Mournhold, Godsreach",2
"act_flora_tree_MH_01","Interior","Mournhold, Great Bazaar",5
"act_flora_tree_MH_01","Interior","Mournhold, Plaza Brindisi Dorom",2
"act_flora_tree_MH_01","Interior","Mournhold, Royal Palace: Courtyard",1
"act_flora_tree_MH_01","Interior","Mournhold, Temple Courtyard",12
"act_flora_tree_MH_02","Interior","Mournhold, Godsreach",14
"act_flora_tree_MH_02","Interior","Mournhold, Great Bazaar",8
"act_flora_tree_MH_02","Interior","Mournhold, Plaza Brindisi Dorom",6
"act_flora_tree_MH_02","Interior","Mournhold, Royal Palace: Courtyard",4
"act_flora_tree_MH_02","Interior","Mournhold, Temple Courtyard",82
"act_flora_treedead_MH_01","Interior","Mournhold, Godsreach",2
"act_flora_treedead_MH_01","Interior","Mournhold, Great Bazaar",5
"act_flora_treedead_MH_01","Interior","Mournhold, Plaza Brindisi Dorom",2
"act_flora_treedead_MH_01","Interior","Mournhold, Royal Palace: Courtyard",1
"act_flora_treedead_MH_01","Interior","Mournhold, Temple Courtyard",12
"act_flora_treedead_MH_02","Interior","Mournhold, Godsreach",14
"act_flora_treedead_MH_02","Interior","Mournhold, Great Bazaar",8
"act_flora_treedead_MH_02","Interior","Mournhold, Plaza Brindisi Dorom",6
"act_flora_treedead_MH_02","Interior","Mournhold, Royal Palace: Courtyard",4
"act_flora_treedead_MH_02","Interior","Mournhold, Temple Courtyard",82
"act_h20crank_-550_400","Interior","Old Mournhold: Forgotten Sewer",2
"act_hot_oil_512","Interior","Sotha Sil, Central Gearworks",1
"act_hot_oil_512","Interior","Sotha Sil, Dome of Udok",19
"act_plague_rock1","Interior","Old Mournhold: Gedna Relvel's Tomb",1
"act_plague_rock2","Interior","Old Mournhold: Gedna Relvel's Tomb",1
"act_plague_rock3","Interior","Old Mournhold: Gedna Relvel's Tomb",1
"act_plague_starter","Interior","Old Mournhold: Gedna Relvel's Tomb",1
"act_sotha_clockwork","Interior","Sotha Sil, Central Gearworks",1
"act_sotha_collide","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_dicer","Interior","Sotha Sil, Inner Flooded Halls",3
"act_sotha_dicer","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_door10","Interior","Sotha Sil, Hall of Delirium",1
"act_sotha_door3","Interior","Sotha Sil, Hall of Mileitho",1
"act_sotha_door9","Interior","Sotha Sil, Hall of Delirium",1
"act_sotha_fabsteam","Interior","Sotha Sil, Dome of the Imperfect",1
"act_sotha_gear00","Interior","Sotha Sil, Central Gearworks",3
"act_sotha_gear00","Interior","Sotha Sil, Chamber of Sohleh",2
"act_sotha_gear00","Interior","Sotha Sil, Dome of Kasia",1
"act_sotha_gear00","Interior","Sotha Sil, Dome of Serlyn",3
"act_sotha_gear00","Interior","Sotha Sil, Hall of Delirium",10
"act_sotha_gear00","Interior","Sotha Sil, Hall of Mileitho",7
"act_sotha_gear00","Interior","Sotha Sil, Hall of Sallaemu",2
"act_sotha_gear00","Interior","Sotha Sil, Hall of Theuda",4
"act_sotha_gear00","Interior","Sotha Sil, Inner Flooded Halls",4
"act_sotha_gear00","Interior","Sotha Sil, Outer Flooded Halls",3
"act_sotha_gear01","Interior","Sotha Sil, Central Gearworks",5
"act_sotha_gear01","Interior","Sotha Sil, Dome of Kasia",1
"act_sotha_gear01","Interior","Sotha Sil, Dome of Serlyn",2
"act_sotha_gear01","Interior","Sotha Sil, Hall of Delirium",10
"act_sotha_gear01","Interior","Sotha Sil, Hall of Mileitho",7
"act_sotha_gear01","Interior","Sotha Sil, Hall of Sallaemu",3
"act_sotha_gear01","Interior","Sotha Sil, Hall of Theuda",4
"act_sotha_gear01","Interior","Sotha Sil, Inner Flooded Halls",4
"act_sotha_gear01","Interior","Sotha Sil, Outer Flooded Halls",2
"act_sotha_gear02","Interior","Sotha Sil, Central Gearworks",3
"act_sotha_gear02","Interior","Sotha Sil, Chamber of Sohleh",1
"act_sotha_gear02","Interior","Sotha Sil, Dome of Serlyn",2
"act_sotha_gear02","Interior","Sotha Sil, Hall of Delirium",10
"act_sotha_gear02","Interior","Sotha Sil, Hall of Mileitho",9
"act_sotha_gear02","Interior","Sotha Sil, Hall of Sallaemu",3
"act_sotha_gear02","Interior","Sotha Sil, Hall of Theuda",5
"act_sotha_gear02","Interior","Sotha Sil, Inner Flooded Halls",4
"act_sotha_gear02","Interior","Sotha Sil, Outer Flooded Halls",2
"act_sotha_gear03","Interior","Sotha Sil, Central Gearworks",2
"act_sotha_gear03","Interior","Sotha Sil, Dome of Kasia",1
"act_sotha_gear03","Interior","Sotha Sil, Dome of Serlyn",2
"act_sotha_gear03","Interior","Sotha Sil, Hall of Delirium",10
"act_sotha_gear03","Interior","Sotha Sil, Hall of Mileitho",10
"act_sotha_gear03","Interior","Sotha Sil, Hall of Sallaemu",4
"act_sotha_gear03","Interior","Sotha Sil, Hall of Theuda",4
"act_sotha_gear03","Interior","Sotha Sil, Inner Flooded Halls",5
"act_sotha_gear03","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_green00","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_green10","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_lever10a","Interior","Sotha Sil, Hall of Delirium",1
"act_sotha_lever10b","Interior","Sotha Sil, Hall of Delirium",1
"act_sotha_lever11a","Interior","Sotha Sil, Hall of Mileitho",1
"act_sotha_lever11b","Interior","Sotha Sil, Hall of Mileitho",1
"act_sotha_lever1a","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever1b","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever2a","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever2b","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever3a","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever3b","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever4a","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_lever4b","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_lever5a","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_lever5b","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_lever6a","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_lever6b","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_lever8a","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever8b","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_lever9a","Interior","Sotha Sil, Hall of Delirium",1
"act_sotha_lever9b","Interior","Sotha Sil, Hall of Delirium",1
"act_sotha_lever_bridge","Interior","Sotha Sil, Dome of Udok",1
"act_sotha_long_gear00","Interior","Sotha Sil, Dome of Sotha Sil",17
"act_sotha_long_gear00","Interior","Sotha Sil, Dome of Udok",17
"act_sotha_long_gear00","Interior","Sotha Sil, Dome of the Imperfect",17
"act_sotha_long_gear00","Interior","Sotha Sil, Hall of Mileitho",3
"act_sotha_long_gear01","Interior","Sotha Sil, Dome of Sotha Sil",17
"act_sotha_long_gear01","Interior","Sotha Sil, Dome of Udok",17
"act_sotha_long_gear01","Interior","Sotha Sil, Dome of the Imperfect",17
"act_sotha_long_gear01","Interior","Sotha Sil, Hall of Mileitho",3
"act_sotha_long_gear02","Interior","Sotha Sil, Dome of Sotha Sil",16
"act_sotha_long_gear02","Interior","Sotha Sil, Dome of Udok",16
"act_sotha_long_gear02","Interior","Sotha Sil, Dome of the Imperfect",16
"act_sotha_long_gear02","Interior","Sotha Sil, Hall of Mileitho",5
"act_sotha_long_gear03","Interior","Sotha Sil, Dome of Sotha Sil",16
"act_sotha_long_gear03","Interior","Sotha Sil, Dome of Udok",16
"act_sotha_long_gear03","Interior","Sotha Sil, Dome of the Imperfect",16
"act_sotha_long_gear03","Interior","Sotha Sil, Hall of Mileitho",5
"act_sotha_mach_door1","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_mach_door2","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_monster1","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_monster2","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_oilbridge","Interior","Sotha Sil, Dome of Udok",1
"act_sotha_powertubes","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_pre_door1","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_pre_door2","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_pre_door3","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_pre_door4","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_pre_door5","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_pre_door6","Interior","Sotha Sil, Inner Flooded Halls",1
"act_sotha_pre_door8","Interior","Sotha Sil, Outer Flooded Halls",1
"act_sotha_red00","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_red10","Interior","Sotha Sil, Dome of Serlyn",1
"act_sotha_spikes","Interior","Sotha Sil, Hall of Delirium",2
"act_sotha_steam00","Interior","Sotha Sil, Dome of Serlyn",2
"act_sotha_steam10","Interior","Sotha Sil, Dome of Serlyn",2
"act_sotha_tenderizer","Interior","Sotha Sil, Dome of Kasia",1
"act_torch_lever_UNI","Interior","Old Mournhold: Temple Sewers West",1
"active_assassin_unique","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"active_chimney_smoke02_ovis1","Interior","Mournhold, Great Bazaar",1
"active_chimney_smoke02_ovis2","Interior","Mournhold, Great Bazaar",1
"active_com_bed_05","Interior","Pelagiad, Ignatius Flaccus' House",1
"active_dbhideout","Interior","Old Mournhold: Manor District",3
"active_de_bedroll","Interior","Mournhold, Royal Palace: Jail",6
"active_de_bedroll","Interior","Old Mournhold: Abandoned Passageway",1
"active_de_bedroll","Interior","Old Mournhold: Armory Ruins",3
"active_de_bedroll","Interior","Old Mournhold: Manor District",1
"active_de_bedroll","Interior","Old Mournhold: Moril Manor, East Building",2
"active_de_bedroll","Interior","Old Mournhold: Moril Manor, North Building",3
"active_de_bedroll","Interior","Old Mournhold: Temple Sewers West",2
"active_de_bedroll","Interior","Old Mournhold: Teran Hall",2
"active_de_bedroll","Interior","Old Mournhold: Teran Hall, East Bldg",3
"active_de_bedroll","Interior","Old Mournhold: West Sewers",3
"active_de_p_bed_28","Interior","Old Mournhold: Moril Manor, East Building",1
"active_de_pr_bed_23","Interior","Mournhold, Bookseller",1
"active_de_r_bed_01","Interior","Mournhold, Armory",1
"active_de_r_bed_01","Interior","Mournhold, Craftsmen's Hall",1
"active_de_r_bed_01","Interior","Mournhold, Ignatius Flaccus' House",1
"active_de_r_bed_01","Interior","Mournhold, Magic Shop",2
"active_de_r_bed_01","Interior","Mournhold, Thendas Manor",1
"active_de_r_bed_06","Interior","Mournhold, Andoren Manor",1
"active_de_r_bed_06","Interior","Mournhold, Clothier",1
"active_de_r_bed_06","Interior","Mournhold, Geon Auline's House",1
"active_de_r_bed_06","Interior","Mournhold, Llethan Manor",1
"active_de_r_bed_06","Interior","Mournhold, Pawnbroker",1
"active_de_r_bed_06","Interior","Mournhold, Royal Palace: Helseth's Chambers",1
"active_de_r_bed_06","Interior","Mournhold, Sadri Manor",1
"active_de_r_bed_06","Interior","Mournhold, Trader",1
"active_de_r_bed_06","Interior","Mournhold, Velas Manor",1
"active_de_r_bed_17","Interior","Mournhold Temple: Infirmary",6
"active_de_r_bed_17","Interior","Mournhold, Craftsmen's Hall",1
"active_de_r_bed_17","Interior","Mournhold, Royal Palace: Guards' Quarters",7
"active_de_r_bed_17","Interior","Mournhold, Velas Manor",2
"active_de_r_bed_18","Interior","Mournhold, The Winged Guar",3
"active_de_r_bed_19","Interior","Mournhold, Craftsmen's Hall",1
"active_de_r_bed_20","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"active_tikitorch_UNI","Interior","Old Mournhold: Temple Sewers West",5
"adamantium boots","Interior","Old Mournhold: Bazaar Sewers",1
"adamantium boots","Interior","Old Mournhold: Moril Manor, Courtyard",1
"adamantium","Interior","Norenen-dur, The Teeth that Gnash",2
"adamantium","Interior","Old Mournhold: Armory Ruins",1
"adamantium","Interior","Old Mournhold: Temple Catacombs",1
"adamantium","Interior","Old Mournhold: Temple Crypt",4
"adamantium_axe","Interior","Old Mournhold: Moril Manor, Courtyard",1
"adamantium_axe","Interior","Old Mournhold: Tears of Amun-Shae",1
"adamantium_axe","Interior","Old Mournhold: Temple Sewers",1
"adamantium_bracer_left","Interior","Old Mournhold: Moril Manor, Courtyard",1
"adamantium_bracer_right","Interior","Old Mournhold: Moril Manor, Courtyard",1
"adamantium_cuirass","Interior","Old Mournhold: Temple Sewers West",1
"adamantium_mace","Interior","Mournhold, Craftsmen's Hall",1
"adamantium_mace","Interior","Old Mournhold: Bazaar Sewers",1
"adamantium_shortsword","Interior","Mournhold, Craftsmen's Hall",1
"adamantium_spear","Interior","Old Mournhold: Teran Hall",1
"addamantium_helm","Interior","Old Mournhold: Moril Manor, Courtyard",1
"alam merys","Interior","Old Mournhold: Residential Sewers",1
"alma talker","Interior","Sotha Sil, Dome of Sotha Sil",1
"almalexia","Interior","Mournhold Temple: High Chapel",1
"ancestor_ghost","Interior","Old Mournhold: Temple Sewers East",2
"ancestor_ghost_Variner","Interior","Old Mournhold: Temple Sewers",1
"apelles matius","World","Ebonheart(1,-13)",1
"apparatus_a_mortar_01","Interior","Mournhold, Ignatius Flaccus' House",1
"apparatus_g_alembic_01","Interior","Mournhold, Magic Shop",1
"apparatus_g_calcinator_01","Interior","Mournhold, Magic Shop",1
"apparatus_g_mortar_01","Interior","Mournhold, Magic Shop",1
"apparatus_g_retort_01","Interior","Mournhold, Magic Shop",1
"apparatus_j_alembic_01","Interior","Mournhold, Ignatius Flaccus' House",1
"apparatus_j_calcinator_01","Interior","Mournhold, Ignatius Flaccus' House",1
"apparatus_j_calcinator_01","Interior","Mournhold, Magic Shop",1
"apparatus_j_mortar_01","Interior","Mournhold, Ignatius Flaccus' House",1
"apparatus_j_mortar_01","Interior","Mournhold, Magic Shop",1
"apparatus_j_retort_01","Interior","Mournhold, Ignatius Flaccus' House",1
"armion","Interior","Old Mournhold: Teran Hall, East Bldg",1
"arnas therethi","Interior","Mournhold Temple: High Chapel",1
"asciene rane","Interior","Ebonheart, Grand Council Chambers",1
"ashes_Dwemer","Interior","Bamz-Amschend, Hall of Wails",7
"ashes_Dwemer","Interior","Bamz-Amschend, Hall of Winds",3
"ashes_Dwemer","Interior","Bamz-Amschend, King's Walk",6
"ashes_Dwemer","Interior","Bamz-Amschend, Passage of Whispers",5
"ashes_Dwemer","Interior","Bamz-Amschend, Radac's Forge",4
"ashes_Dwemer","Interior","Bamz-Amschend, Skybreak Gallery",4
"athelyn malas","Interior","Mournhold, Temple Courtyard",1
"atronach_flame","Interior","Norenen-dur, Basilica of Divine Whispers",1
"atronach_frost","Interior","Norenen-dur, Basilica of Divine Whispers",1
"atronach_storm","Interior","Norenen-dur, Basilica of Divine Whispers",1
"atronach_storm","Interior","Norenen-dur, The Teeth that Gnash",2
"azura spirit_trib","Interior","Mournhold, Temple Courtyard",1
"bakh gro-sham","Interior","Mournhold, The Winged Guar",1
"barenziah","Interior","Mournhold, Royal Palace: Barenziah's Chambers",1
"barrel_01_Ingredients","Interior","Mournhold, Great Bazaar",1
"barrel_01_Ingredients","Interior","Old Mournhold: West Sewers",1
"barrel_01_arrows","Interior","Mournhold, Great Bazaar",1
"barrel_01_empty","Interior","Old Mournhold: Residential Ruins",1
"barrel_01_empty","Interior","Old Mournhold: Temple Sewers West",1
"barrel_01_empty","Interior","Old Mournhold: West Sewers",1
"barrel_01_random_pos","Interior","Old Mournhold: Residential Ruins",1
"barrel_01_random_pos","Interior","Old Mournhold: Residential Sewers",1
"barrel_02_Ingred","Interior","Old Mournhold: Residential Sewers",1
"barrel_02_Ingred","Interior","Pelagiad, Ignatius Flaccus' House",1
"barrel_shoes","Interior","Old Mournhold: Temple Sewers",1
"bc mushroom 128","Interior","Old Mournhold: Manor District",1
"bc mushroom 128","Interior","Old Mournhold: Residential Sewers",1
"bc mushroom 128","Interior","Old Mournhold: Tears of Amun-Shae",4
"bc mushroom 128","Interior","Old Mournhold: Temple Gardens",2
"bc mushroom 128","Interior","Old Mournhold: West Sewers",4
"bc mushroom 256","Interior","Old Mournhold: Moril Manor, Courtyard",6
"bc mushroom 256","Interior","Old Mournhold: Residential Ruins",1
"bc mushroom 256","Interior","Old Mournhold: Tears of Amun-Shae",1
"bc mushroom 256","Interior","Old Mournhold: Temple Catacombs",3
"bc mushroom 256","Interior","Old Mournhold: West Sewers",1
"bc mushroom 64","Interior","Norenen-dur, The Wailingdelve",4
"bc mushroom 64","Interior","Old Mournhold: Abandoned Crypt",1
"bc mushroom 64","Interior","Old Mournhold: Armory Ruins",2
"bc mushroom 64","Interior","Old Mournhold: City Gate",2
"bc mushroom 64","Interior","Old Mournhold: Residential Ruins",1
"bc mushroom 64","Interior","Old Mournhold: Temple Crypt",4
"bc mushroom 64","Interior","Old Mournhold: Temple Gardens",2
"bk_ABCs","Interior","Mournhold, Bookseller",1
"bk_ABCs","Interior","Old Mournhold: Teran Hall, East Bldg",1
"bk_Adren","Interior","Old Mournhold: Temple Sewers West",1
"bk_AedraAndDaedra","Interior","Mournhold Temple: Office of the Lord Archcanon",3
"bk_AedraAndDaedra","Interior","Mournhold, Bookseller",2
"bk_AedraAndDaedra","Interior","Mournhold, Geon Auline's House",1
"bk_AedraAndDaedra","Interior","Mournhold, Thendas Manor",1
"bk_AffairsOfWizards","Interior","Mournhold, Ignatius Flaccus' House",1
"bk_AffairsOfWizards","Interior","Mournhold, Llethan Manor",1
"bk_AlchemistsFormulary","Interior","Mournhold, Llethan Manor",1
"bk_AlchemistsFormulary","Interior","Mournhold, Velas Manor",1
"bk_Alen_note","Interior","Mournhold, Llethan Manor",1
"bk_AncestorsAndTheDunmer","Interior","Mournhold Temple: Office of the Lord Archcanon",3
"bk_AncestorsAndTheDunmer","Interior","Mournhold, Geon Auline's House",1
"bk_AncestorsAndTheDunmer","Interior","Mournhold, Llethan Manor",1
"bk_AncestorsAndTheDunmer","Interior","Mournhold, Thendas Manor",1
"bk_AnnotatedAnuad","Interior","Mournhold Temple: Office of the Lord Archcanon",2
"bk_AnnotatedAnuad","Interior","Mournhold, Bookseller",2
"bk_AnnotatedAnuad","Interior","Mournhold, Geon Auline's House",1
"bk_AnnotatedAnuad","Interior","Mournhold, Llethan Manor",1
"bk_AnnotatedAnuad","Interior","Mournhold, Thendas Manor",1
"bk_AntecedantsDwemerLaw","Interior","Old Mournhold: Teran Hall",1
"bk_Anticipations","Interior","Mournhold Temple: Office of the Lord Archcanon",1
"bk_Anticipations","Interior","Mournhold, Bookseller",3
"bk_Anticipations","Interior","Mournhold, Geon Auline's House",1
"bk_Anticipations","Interior","Mournhold, Llethan Manor",1
"bk_Anticipations","Interior","Old Mournhold: Teran Hall, East Bldg",1
"bk_ArcturianHeresy","Interior","Mournhold Temple: Office of the Lord Archcanon",1
"bk_ArcturianHeresy","Interior","Mournhold, Bookseller",4
"bk_ArcturianHeresy","Interior","Mournhold, Geon Auline's House",1
"bk_ArcturianHeresy","Interior","Mournhold, Ignatius Flaccus' House",1
"bk_ArcturianHeresy","Interior","Mournhold, Llethan Manor",5
"bk_ArcturianHeresy","Interior","Mournhold, Velas Manor",4
"bk_ArkayTheEnemy","Interior","Mournhold, Geon Auline's House",1
"bk_Artifacts_Tamriel","Interior","Mournhold, Museum of Artifacts",1
"bk_BiographyBarenziah1","Interior","Mournhold Temple: Office of the Lord Archcanon",1
"bk_BiographyBarenziah1","Interior","Mournhold, Bookseller",1
"bk_BiographyBarenziah2","Interior","Mournhold, Bookseller",1
"bk_BiographyBarenziah3","Interior","Mournhold, Bookseller",1
"bk_BlasphemousRevenants","Interior","Mournhold Temple: Office of the Lord Archcanon",1
"bk_BlasphemousRevenants","Interior","Mournhold, Ignatius Flaccus' House",1
"bk_BlasphemousRevenants","Interior","Mournhold, Llethan Manor",1
"bk_BlueBookOfRiddles","Interior","Mournhold, Ignatius Flaccus' House",1
